Timestamp,Protocol,Src IP,Src Port,Dst IP,Dst Port,Size,GeoIP
20:35:28,TCP,172.64.80.1,8443,192.168.2.19,17310,263,N/A
20:35:28,TCP,172.64.80.1,8443,192.168.2.19,17303,263,N/A
20:35:28,TCP,172.64.80.1,8443,192.168.2.19,17850,263,N/A
20:35:28,TCP,172.64.80.1,8443,192.168.2.19,17863,263,N/A
20:35:28,TCP,172.64.80.1,8443,192.168.2.19,17820,263,N/A
20:35:28,UDP,192.168.2.1,9431,192.168.2.255,9431,104,N/A
20:35:28,TCP,192.168.2.19,17303,172.64.80.1,8443,54,N/A
20:35:28,TCP,192.168.2.19,17310,172.64.80.1,8443,54,N/A
20:35:28,TCP,192.168.2.19,17303,172.64.80.1,8443,54,N/A
20:35:28,TCP,192.168.2.19,17310,172.64.80.1,8443,54,N/A
20:35:29,TCP,192.168.2.19,17850,172.64.80.1,8443,54,N/A
20:35:29,TCP,192.168.2.19,17850,172.64.80.1,8443,54,N/A
20:35:29,TCP,192.168.2.19,17820,172.64.80.1,8443,54,N/A
20:35:29,TCP,192.168.2.19,17863,172.64.80.1,8443,54,N/A
20:35:29,TCP,192.168.2.19,17863,172.64.80.1,8443,54,N/A
20:35:29,TCP,192.168.2.19,17820,172.64.80.1,8443,54,N/A
20:35:29,TCP,192.168.2.19,18392,104.16.76.142,443,55,N/A
20:35:29,TCP,192.168.2.19,18392,104.16.76.142,443,55,N/A
20:35:29,UDP,192.168.2.19,63726,172.217.1.10,443,71,N/A
20:35:29,UDP,192.168.2.19,63726,172.217.1.10,443,71,N/A
20:35:29,TCP,104.16.76.142,443,192.168.2.19,18392,66,N/A
20:35:29,UDP,172.217.1.10,443,192.168.2.19,63726,67,N/A
20:35:30,UDP,192.168.2.19,2008,192.168.2.255,2008,62,N/A
20:35:30,UDP,192.168.2.19,2008,192.168.2.255,2008,62,N/A
20:35:30,UDP,192.168.2.1,1900,239.255.255.250,1900,357,N/A
20:35:30,UDP,192.168.2.1,1900,239.255.255.250,1900,348,N/A
20:35:30,UDP,192.168.2.13,40405,239.255.255.250,1900,366,N/A
20:35:30,UDP,192.168.2.1,1900,239.255.255.250,1900,400,N/A
20:35:30,UDP,192.168.2.13,46977,239.255.255.250,1900,422,N/A
20:35:30,UDP,192.168.2.1,1900,239.255.255.250,1900,414,N/A
20:35:30,UDP,192.168.2.13,57040,239.255.255.250,1900,375,N/A
20:35:30,UDP,192.168.2.1,1900,239.255.255.250,1900,412,N/A
20:35:30,UDP,192.168.2.13,38750,239.255.255.250,1900,432,N/A
20:35:30,UDP,192.168.2.13,43820,239.255.255.250,1900,420,N/A
20:35:30,UDP,192.168.2.1,1900,239.255.255.250,1900,428,N/A
20:35:31,UDP,192.168.2.13,46869,239.255.255.250,1900,430,N/A
20:35:31,UDP,192.168.2.1,1900,239.255.255.250,1900,357,N/A
20:35:31,UDP,192.168.2.1,1900,239.255.255.250,1900,348,N/A
20:35:31,UDP,192.168.2.1,1900,239.255.255.250,1900,400,N/A
20:35:31,DNS,192.168.2.1,,224.0.0.251,,119,N/A
20:35:31,UDP,192.168.2.1,1900,239.255.255.250,1900,414,N/A
20:35:31,TCP,192.168.2.19,17850,172.64.80.1,8443,85,N/A
20:35:31,TCP,192.168.2.19,17850,172.64.80.1,8443,85,N/A
20:35:31,UDP,192.168.2.1,1900,239.255.255.250,1900,412,N/A
20:35:31,TCP,172.64.80.1,8443,192.168.2.19,17850,79,N/A
20:35:32,UDP,192.168.2.1,1900,239.255.255.250,1900,428,N/A
20:35:32,TCP,192.168.2.19,17850,172.64.80.1,8443,54,N/A
20:35:32,TCP,192.168.2.19,17850,172.64.80.1,8443,54,N/A
20:35:32,UDP,192.168.2.1,1900,239.255.255.250,1900,357,N/A
20:35:32,UDP,192.168.2.19,2008,192.168.2.255,2008,62,N/A
20:35:32,UDP,192.168.2.19,2008,192.168.2.255,2008,62,N/A
20:35:32,UDP,192.168.2.1,1900,239.255.255.250,1900,348,N/A
20:35:32,UDP,192.168.2.1,1900,239.255.255.250,1900,400,N/A
20:35:32,UDP,192.168.2.1,1900,239.255.255.250,1900,357,N/A
20:35:32,UDP,192.168.2.1,1900,239.255.255.250,1900,348,N/A
20:35:32,UDP,192.168.2.1,1900,239.255.255.250,1900,400,N/A
20:35:33,UDP,192.168.2.19,52418,142.251.41.67,443,1292,N/A
20:35:33,UDP,192.168.2.19,52418,142.251.41.67,443,1292,N/A
20:35:33,UDP,192.168.2.19,52418,142.251.41.67,443,1292,N/A
20:35:33,UDP,192.168.2.19,52418,142.251.41.67,443,1292,N/A
20:35:33,UDP,192.168.2.19,52418,142.251.41.67,443,123,N/A
20:35:33,UDP,192.168.2.19,52418,142.251.41.67,443,123,N/A
20:35:33,UDP,192.168.2.19,52418,142.251.41.67,443,602,N/A
20:35:33,UDP,192.168.2.19,52418,142.251.41.67,443,602,N/A
20:35:33,UDP,142.251.41.67,443,192.168.2.19,52418,82,N/A
20:35:33,UDP,142.251.41.67,443,192.168.2.19,52418,1292,N/A
20:35:33,UDP,142.251.41.67,443,192.168.2.19,52418,1292,N/A
20:35:34,UDP,142.251.41.67,443,192.168.2.19,52418,334,N/A
20:35:34,UDP,142.251.41.67,443,192.168.2.19,52418,986,N/A
20:35:34,UDP,142.251.41.67,443,192.168.2.19,52418,67,N/A
20:35:34,UDP,142.251.41.67,443,192.168.2.19,52418,64,N/A
20:35:34,UDP,192.168.2.19,52418,142.251.41.67,443,120,N/A
20:35:34,UDP,192.168.2.19,52418,142.251.41.67,443,120,N/A
20:35:34,UDP,192.168.2.19,52418,142.251.41.67,443,73,N/A
20:35:34,UDP,192.168.2.19,52418,142.251.41.67,443,73,N/A
20:35:34,UDP,142.251.41.67,443,192.168.2.19,52418,162,N/A
20:35:34,UDP,192.168.2.19,52418,142.251.41.67,443,73,N/A
20:35:34,UDP,192.168.2.19,52418,142.251.41.67,443,73,N/A
20:35:34,UDP,142.251.41.67,443,192.168.2.19,52418,570,N/A
20:35:35,UDP,142.251.41.67,443,192.168.2.19,52418,64,N/A
20:35:35,UDP,192.168.2.19,52418,142.251.41.67,443,77,N/A
20:35:35,UDP,192.168.2.19,52418,142.251.41.67,443,77,N/A
20:35:35,UDP,142.251.41.67,443,192.168.2.19,52418,67,N/A
20:35:35,UDP,192.168.2.19,2008,192.168.2.255,2008,62,N/A
20:35:35,UDP,192.168.2.19,2008,192.168.2.255,2008,62,N/A
20:35:35,UDP,172.217.1.10,443,192.168.2.19,63726,121,N/A
20:35:35,UDP,192.168.2.19,63726,172.217.1.10,443,75,N/A
20:35:35,UDP,192.168.2.19,63726,172.217.1.10,443,75,N/A
20:35:35,UDP,192.168.2.19,65167,172.217.165.14,443,1292,N/A
20:35:35,UDP,192.168.2.19,65167,172.217.165.14,443,1292,N/A
20:35:35,UDP,192.168.2.19,65167,172.217.165.14,443,1292,N/A
20:35:36,UDP,192.168.2.19,65167,172.217.165.14,443,1292,N/A
20:35:36,UDP,192.168.2.19,65167,172.217.165.14,443,118,N/A
20:35:36,UDP,192.168.2.19,65167,172.217.165.14,443,118,N/A
20:35:36,UDP,192.168.2.19,65167,172.217.165.14,443,1288,N/A
20:35:36,UDP,192.168.2.19,65167,172.217.165.14,443,1288,N/A
20:35:36,UDP,192.168.2.19,65167,172.217.165.14,443,1292,N/A
20:35:36,UDP,192.168.2.19,65167,172.217.165.14,443,1292,N/A
20:35:36,UDP,192.168.2.19,65167,172.217.165.14,443,317,N/A
20:35:36,UDP,192.168.2.19,65167,172.217.165.14,443,317,N/A
20:35:36,UDP,172.217.165.14,443,192.168.2.19,65167,82,N/A
20:35:36,UDP,172.217.165.14,443,192.168.2.19,65167,1292,N/A
20:35:36,UDP,192.168.2.19,65167,172.217.165.14,443,1292,N/A
20:35:36,UDP,192.168.2.19,65167,172.217.165.14,443,1292,N/A
20:35:37,UDP,172.217.165.14,443,192.168.2.19,65167,1292,N/A
20:35:37,UDP,192.168.2.19,65167,172.217.165.14,443,1292,N/A
20:35:37,UDP,192.168.2.19,65167,172.217.165.14,443,1292,N/A
20:35:37,UDP,172.217.165.14,443,192.168.2.19,65167,1292,N/A
20:35:37,UDP,172.217.165.14,443,192.168.2.19,65167,337,N/A
20:35:37,UDP,172.217.165.14,443,192.168.2.19,65167,986,N/A
20:35:37,UDP,172.217.165.14,443,192.168.2.19,65167,67,N/A
20:35:37,UDP,172.217.165.14,443,192.168.2.19,65167,1292,N/A
20:35:37,UDP,172.217.165.14,443,192.168.2.19,65167,342,N/A
20:35:37,UDP,192.168.2.19,63726,172.217.1.10,443,71,N/A
20:35:37,UDP,192.168.2.19,63726,172.217.1.10,443,71,N/A
20:35:38,UDP,172.217.1.10,443,192.168.2.19,63726,67,N/A
20:35:38,UDP,192.168.2.19,65167,172.217.165.14,443,1292,N/A
20:35:38,UDP,192.168.2.19,65167,172.217.165.14,443,1292,N/A
20:35:38,UDP,192.168.2.19,65167,172.217.165.14,443,1292,N/A
20:35:38,UDP,192.168.2.19,65167,172.217.165.14,443,1292,N/A
20:35:38,UDP,192.168.2.19,65167,172.217.165.14,443,120,N/A
20:35:38,UDP,192.168.2.19,65167,172.217.165.14,443,120,N/A
20:35:38,UDP,192.168.2.19,65167,172.217.165.14,443,183,N/A
20:35:38,UDP,192.168.2.19,65167,172.217.165.14,443,183,N/A
20:35:38,UDP,192.168.2.19,65167,172.217.165.14,443,73,N/A
20:35:38,UDP,192.168.2.19,65167,172.217.165.14,443,73,N/A
20:35:38,UDP,192.168.2.19,65167,172.217.165.14,443,155,N/A
20:35:38,UDP,192.168.2.19,65167,172.217.165.14,443,155,N/A
20:35:39,UDP,172.217.165.14,443,192.168.2.19,65167,1292,N/A
20:35:39,UDP,172.217.165.14,443,192.168.2.19,65167,162,N/A
20:35:39,UDP,172.217.165.14,443,192.168.2.19,65167,67,N/A
20:35:39,UDP,192.168.2.19,65167,172.217.165.14,443,77,N/A
20:35:39,UDP,192.168.2.19,65167,172.217.165.14,443,77,N/A
20:35:39,UDP,172.217.165.14,443,192.168.2.19,65167,476,N/A
20:35:39,UDP,172.217.165.14,443,192.168.2.19,65167,385,N/A
20:35:39,UDP,172.217.165.14,443,192.168.2.19,65167,215,N/A
20:35:39,UDP,192.168.2.19,65167,172.217.165.14,443,81,N/A
20:35:39,UDP,192.168.2.19,65167,172.217.165.14,443,81,N/A
20:35:39,UDP,192.168.2.19,65167,172.217.165.14,443,77,N/A
20:35:39,UDP,192.168.2.19,65167,172.217.165.14,443,77,N/A
20:35:40,UDP,192.168.2.19,65167,172.217.165.14,443,82,N/A
20:35:40,UDP,192.168.2.19,65167,172.217.165.14,443,82,N/A
20:35:40,UDP,172.217.165.14,443,192.168.2.19,65167,67,N/A
20:35:40,UDP,172.217.165.14,443,192.168.2.19,65167,73,N/A
20:35:40,UDP,192.168.2.19,65167,172.217.165.14,443,73,N/A
20:35:40,UDP,192.168.2.19,65167,172.217.165.14,443,73,N/A
20:35:40,UDP,192.168.2.19,63726,172.217.1.10,443,71,N/A
20:35:40,UDP,192.168.2.19,63726,172.217.1.10,443,71,N/A
20:35:40,UDP,172.217.1.10,443,192.168.2.19,63726,67,N/A
20:35:40,UDP,192.168.2.19,63726,172.217.1.10,443,71,N/A
20:35:40,UDP,192.168.2.19,63726,172.217.1.10,443,71,N/A
20:35:40,UDP,192.168.2.19,2008,192.168.2.255,2008,62,N/A
20:35:41,UDP,192.168.2.19,2008,192.168.2.255,2008,62,N/A
20:35:41,UDP,172.217.1.10,443,192.168.2.19,63726,67,N/A
20:35:41,UDP,192.168.2.19,63726,172.217.1.10,443,71,N/A
20:35:41,UDP,192.168.2.19,63726,172.217.1.10,443,71,N/A
20:35:41,UDP,172.217.1.10,443,192.168.2.19,63726,67,N/A
20:35:41,UDP,192.168.2.19,63726,172.217.1.10,443,71,N/A
20:35:41,UDP,192.168.2.19,63726,172.217.1.10,443,71,N/A
20:35:41,UDP,172.217.1.10,443,192.168.2.19,63726,67,N/A
20:35:41,UDP,192.168.2.19,63726,172.217.1.10,443,71,N/A
20:35:41,UDP,192.168.2.19,63726,172.217.1.10,443,71,N/A
20:35:41,UDP,172.217.1.10,443,192.168.2.19,63726,67,N/A
20:35:42,UDP,192.168.2.19,2008,192.168.2.255,2008,62,N/A
20:35:42,UDP,192.168.2.19,2008,192.168.2.255,2008,62,N/A
20:35:42,UDP,192.168.2.19,63726,172.217.1.10,443,71,N/A
20:35:42,UDP,192.168.2.19,63726,172.217.1.10,443,71,N/A
20:35:42,UDP,172.217.1.10,443,192.168.2.19,63726,67,N/A
20:35:42,UDP,192.168.2.1,9431,192.168.2.255,9431,104,N/A
20:35:42,UDP,192.168.2.13,39948,239.255.255.250,1900,366,N/A
20:35:42,UDP,192.168.2.13,59169,239.255.255.250,1900,422,N/A
20:35:42,UDP,192.168.2.13,36997,239.255.255.250,1900,375,N/A
20:35:42,UDP,192.168.2.13,38453,239.255.255.250,1900,432,N/A
20:35:42,UDP,192.168.2.13,41148,239.255.255.250,1900,420,N/A
20:35:43,UDP,192.168.2.13,58891,239.255.255.250,1900,430,N/A
20:35:43,UDP,192.168.2.19,63726,172.217.1.10,443,71,N/A
20:35:43,UDP,192.168.2.19,63726,172.217.1.10,443,71,N/A
20:35:43,UDP,172.217.1.10,443,192.168.2.19,63726,67,N/A
20:35:43,UDP,192.168.2.19,2008,192.168.2.255,2008,62,N/A
20:35:43,UDP,192.168.2.19,2008,192.168.2.255,2008,62,N/A
20:35:43,DNS,192.168.2.19,,192.168.2.1,,74,N/A
20:35:43,DNS,192.168.2.19,,192.168.2.1,,74,N/A
20:35:43,DNS,192.168.2.19,,192.168.2.1,,74,N/A
20:35:43,DNS,192.168.2.19,,192.168.2.1,,74,N/A
20:35:43,DNS,192.168.2.1,,192.168.2.19,,90,N/A
20:35:43,DNS,192.168.2.1,,192.168.2.19,,99,N/A
20:35:43,UDP,192.168.2.19,62084,142.251.41.36,443,1292,N/A
20:35:44,UDP,192.168.2.19,62084,142.251.41.36,443,1292,N/A
20:35:44,UDP,192.168.2.19,62084,142.251.41.36,443,1292,N/A
20:35:44,UDP,192.168.2.19,62084,142.251.41.36,443,1292,N/A
20:35:44,UDP,192.168.2.19,62084,142.251.41.36,443,123,N/A
20:35:44,UDP,192.168.2.19,62084,142.251.41.36,443,123,N/A
20:35:44,UDP,142.251.41.36,443,192.168.2.19,62084,82,N/A
20:35:44,UDP,142.251.41.36,443,192.168.2.19,62084,1292,N/A
20:35:44,UDP,192.168.2.19,62084,142.251.41.36,443,1292,N/A
20:35:44,UDP,192.168.2.19,62084,142.251.41.36,443,1292,N/A
20:35:44,UDP,142.251.41.36,443,192.168.2.19,62084,1292,N/A
20:35:44,UDP,142.251.41.36,443,192.168.2.19,62084,1292,N/A
20:35:44,UDP,142.251.41.36,443,192.168.2.19,62084,347,N/A
20:35:44,UDP,142.251.41.36,443,192.168.2.19,62084,987,N/A
20:35:45,UDP,142.251.41.36,443,192.168.2.19,62084,106,N/A
20:35:45,UDP,192.168.2.19,62084,142.251.41.36,443,120,N/A
20:35:45,UDP,192.168.2.19,62084,142.251.41.36,443,120,N/A
20:35:45,UDP,192.168.2.19,62084,142.251.41.36,443,73,N/A
20:35:45,UDP,192.168.2.19,62084,142.251.41.36,443,73,N/A
20:35:45,UDP,142.251.41.36,443,192.168.2.19,62084,66,N/A
20:35:45,UDP,142.251.41.36,443,192.168.2.19,62084,162,N/A
20:35:45,UDP,192.168.2.19,62084,142.251.41.36,443,73,N/A
20:35:45,UDP,192.168.2.19,62084,142.251.41.36,443,73,N/A
20:35:45,TCP,192.168.2.19,18353,35.190.80.1,443,55,N/A
20:35:45,TCP,192.168.2.19,18353,35.190.80.1,443,55,N/A
20:35:45,TCP,35.190.80.1,443,192.168.2.19,18353,66,N/A
20:35:45,TCP,192.168.2.19,18431,104.17.27.25,443,55,N/A
20:35:46,TCP,192.168.2.19,18431,104.17.27.25,443,55,N/A
20:35:46,TCP,104.17.27.25,443,192.168.2.19,18431,66,N/A
20:35:46,TCP,192.168.2.19,18390,104.18.32.47,443,55,N/A
20:35:46,TCP,192.168.2.19,18390,104.18.32.47,443,55,N/A
20:35:46,TCP,104.18.32.47,443,192.168.2.19,18390,66,N/A
20:35:46,UDP,192.168.2.19,2008,192.168.2.255,2008,62,N/A
20:35:46,UDP,192.168.2.19,2008,192.168.2.255,2008,62,N/A
20:35:46,DNS,192.168.2.19,,192.168.2.1,,71,N/A
20:35:46,DNS,192.168.2.19,,192.168.2.1,,71,N/A
20:35:46,DNS,192.168.2.1,,192.168.2.19,,87,N/A
20:35:46,TCP,192.168.2.19,18457,121.199.22.56,80,66,N/A
20:35:46,TCP,192.168.2.19,18457,121.199.22.56,80,66,N/A
20:35:47,UDP,192.168.2.19,63726,172.217.1.10,443,71,N/A
20:35:47,UDP,192.168.2.19,63726,172.217.1.10,443,71,N/A
20:35:47,UDP,172.217.1.10,443,192.168.2.19,63726,67,N/A
20:35:47,TCP,121.199.22.56,80,192.168.2.19,18457,66,N/A
20:35:47,TCP,192.168.2.19,18457,121.199.22.56,80,54,N/A
20:35:47,TCP,192.168.2.19,18457,121.199.22.56,80,54,N/A
20:35:47,TCP,192.168.2.19,18457,121.199.22.56,80,250,N/A
20:35:47,TCP,192.168.2.19,18457,121.199.22.56,80,250,N/A
20:35:47,TCP,121.199.22.56,80,192.168.2.19,18457,60,N/A
20:35:47,TCP,121.199.22.56,80,192.168.2.19,18457,348,N/A
20:35:47,TCP,192.168.2.19,18457,121.199.22.56,80,54,N/A
20:35:47,TCP,192.168.2.19,18457,121.199.22.56,80,54,N/A
20:35:47,TCP,192.168.2.19,18433,104.19.175.188,443,55,N/A
20:35:48,TCP,192.168.2.19,18433,104.19.175.188,443,55,N/A
20:35:48,TCP,104.19.175.188,443,192.168.2.19,18433,66,N/A
20:35:48,TCP,192.168.2.19,18372,104.16.118.116,443,55,N/A
20:35:48,TCP,192.168.2.19,18372,104.16.118.116,443,55,N/A
20:35:48,TCP,104.16.118.116,443,192.168.2.19,18372,66,N/A
20:35:48,UDP,192.168.2.19,2008,192.168.2.255,2008,62,N/A
20:35:48,UDP,192.168.2.19,2008,192.168.2.255,2008,62,N/A
20:35:48,TCP,192.168.2.19,18374,104.16.117.116,443,55,N/A
20:35:48,TCP,192.168.2.19,18374,104.16.117.116,443,55,N/A
20:35:48,TCP,104.16.117.116,443,192.168.2.19,18374,66,N/A
20:35:48,UDP,192.168.2.19,2008,192.168.2.255,2008,62,N/A
20:35:48,UDP,192.168.2.19,2008,192.168.2.255,2008,62,N/A
20:35:48,TCP,192.168.2.19,18351,18.67.39.89,443,169,N/A
20:35:48,TCP,192.168.2.19,18351,18.67.39.89,443,169,N/A
20:35:48,TCP,18.67.39.89,443,192.168.2.19,18351,93,N/A
20:35:49,TCP,18.67.39.89,443,192.168.2.19,18351,1169,N/A
20:35:49,TCP,192.168.2.19,18351,18.67.39.89,443,54,N/A
20:35:49,TCP,192.168.2.19,18351,18.67.39.89,443,54,N/A
20:35:49,TCP,192.168.2.19,18351,18.67.39.89,443,89,N/A
20:35:49,TCP,192.168.2.19,18351,18.67.39.89,443,89,N/A
20:35:49,TCP,192.168.2.19,18375,104.16.117.116,443,55,N/A
20:35:49,TCP,192.168.2.19,18375,104.16.117.116,443,55,N/A
20:35:49,TCP,104.16.117.116,443,192.168.2.19,18375,66,N/A
20:35:49,TCP,18.67.39.89,443,192.168.2.19,18351,60,N/A
20:35:49,TCP,192.168.2.19,18305,45.33.91.156,8443,82,N/A
20:35:49,TCP,192.168.2.19,18305,45.33.91.156,8443,82,N/A
20:35:50,TCP,192.168.2.19,18329,140.82.114.25,443,55,N/A
20:35:50,TCP,192.168.2.19,18329,140.82.114.25,443,55,N/A
20:35:50,TCP,45.33.91.156,8443,192.168.2.19,18305,60,N/A
20:35:50,TCP,45.33.91.156,8443,192.168.2.19,18305,78,N/A
20:35:50,TCP,140.82.114.25,443,192.168.2.19,18329,66,N/A
20:35:50,TCP,192.168.2.19,18305,45.33.91.156,8443,54,N/A
20:35:50,TCP,192.168.2.19,18305,45.33.91.156,8443,54,N/A
20:35:50,TCP,172.64.80.1,8443,192.168.2.19,17303,269,N/A
20:35:50,TCP,172.64.80.1,8443,192.168.2.19,17310,269,N/A
20:35:50,TCP,172.64.80.1,8443,192.168.2.19,17850,269,N/A
20:35:50,TCP,172.64.80.1,8443,192.168.2.19,17820,269,N/A
20:35:50,TCP,172.64.80.1,8443,192.168.2.19,17863,269,N/A
20:35:50,TCP,192.168.2.19,17303,172.64.80.1,8443,54,N/A
20:35:51,TCP,192.168.2.19,17310,172.64.80.1,8443,54,N/A
20:35:51,TCP,192.168.2.19,17303,172.64.80.1,8443,54,N/A
20:35:51,TCP,192.168.2.19,17310,172.64.80.1,8443,54,N/A
20:35:51,TCP,192.168.2.19,17820,172.64.80.1,8443,54,N/A
20:35:51,TCP,192.168.2.19,17863,172.64.80.1,8443,54,N/A
20:35:51,TCP,192.168.2.19,17863,172.64.80.1,8443,54,N/A
20:35:51,TCP,192.168.2.19,17820,172.64.80.1,8443,54,N/A
20:35:51,TCP,192.168.2.19,17850,172.64.80.1,8443,54,N/A
20:35:51,TCP,192.168.2.19,17850,172.64.80.1,8443,54,N/A
20:35:51,TCP,192.168.2.19,18376,172.64.153.78,443,55,N/A
20:35:51,TCP,192.168.2.19,18376,172.64.153.78,443,55,N/A
20:35:52,TCP,172.64.153.78,443,192.168.2.19,18376,66,N/A
20:35:52,TCP,192.168.2.19,18365,172.64.152.241,443,279,N/A
20:35:52,TCP,192.168.2.19,18365,172.64.152.241,443,279,N/A
20:35:52,TCP,172.64.152.241,443,192.168.2.19,18365,60,N/A
20:35:52,TCP,172.64.152.241,443,192.168.2.19,18365,93,N/A
20:35:52,TCP,172.64.152.241,443,192.168.2.19,18365,598,N/A
20:35:52,TCP,172.64.152.241,443,192.168.2.19,18365,1445,N/A
20:35:52,TCP,172.64.152.241,443,192.168.2.19,18365,1488,N/A
20:35:52,TCP,172.64.152.241,443,192.168.2.19,18365,1176,N/A
20:35:52,TCP,172.64.152.241,443,192.168.2.19,18365,85,N/A
20:35:52,TCP,192.168.2.19,18365,172.64.152.241,443,54,N/A
20:35:52,TCP,192.168.2.19,18365,172.64.152.241,443,54,N/A
20:35:52,TCP,192.168.2.19,18365,172.64.152.241,443,89,N/A
20:35:53,TCP,192.168.2.19,18365,172.64.152.241,443,89,N/A
20:35:53,UDP,192.168.2.13,59897,239.255.255.250,1900,366,N/A
20:35:53,TCP,192.168.2.19,18366,104.18.38.60,443,170,N/A
20:35:53,TCP,192.168.2.19,18366,104.18.38.60,443,170,N/A
20:35:53,TCP,104.18.38.60,443,192.168.2.19,18366,60,N/A
20:35:53,TCP,104.18.38.60,443,192.168.2.19,18366,93,N/A
20:35:53,TCP,172.64.152.241,443,192.168.2.19,18365,60,N/A
20:35:53,UDP,192.168.2.13,60091,239.255.255.250,1900,422,N/A
20:35:53,TCP,104.18.38.60,443,192.168.2.19,18366,366,N/A
20:35:53,TCP,104.18.38.60,443,192.168.2.19,18366,166,N/A
20:35:53,TCP,104.18.38.60,443,192.168.2.19,18366,85,N/A
20:35:54,TCP,192.168.2.19,18366,104.18.38.60,443,54,N/A
20:35:54,TCP,192.168.2.19,18366,104.18.38.60,443,54,N/A
20:35:54,TCP,192.168.2.19,18366,104.18.38.60,443,89,N/A
20:35:54,TCP,192.168.2.19,18366,104.18.38.60,443,89,N/A
20:35:54,UDP,192.168.2.13,52105,239.255.255.250,1900,375,N/A
20:35:54,UDP,192.168.2.13,50841,239.255.255.250,1900,432,N/A
20:35:54,TCP,104.18.38.60,443,192.168.2.19,18366,60,N/A
20:35:54,TCP,192.168.2.19,17579,76.9.213.8,443,523,N/A
20:35:54,TCP,192.168.2.19,17579,76.9.213.8,443,523,N/A
20:35:54,TCP,76.9.213.8,443,192.168.2.19,17579,171,N/A
20:35:54,TCP,192.168.2.19,18357,142.251.41.69,443,55,N/A
20:35:54,TCP,192.168.2.19,18357,142.251.41.69,443,55,N/A
20:35:54,TCP,142.251.41.69,443,192.168.2.19,18357,66,N/A
20:35:55,UDP,192.168.2.13,54567,239.255.255.250,1900,420,N/A
20:35:55,UDP,192.168.2.13,44030,239.255.255.250,1900,430,N/A
20:35:55,TCP,192.168.2.19,17579,76.9.213.8,443,54,N/A
20:35:55,TCP,192.168.2.19,17579,76.9.213.8,443,54,N/A
20:35:55,UDP,192.168.2.19,2008,192.168.2.255,2008,62,N/A
20:35:55,UDP,192.168.2.19,2008,192.168.2.255,2008,62,N/A
20:35:55,UDP,192.168.2.1,9431,192.168.2.255,9431,104,N/A
20:35:55,TCP,192.168.2.19,18436,130.211.16.53,443,55,N/A
20:35:55,TCP,192.168.2.19,18436,130.211.16.53,443,55,N/A
20:35:55,TCP,130.211.16.53,443,192.168.2.19,18436,66,N/A
20:35:55,TCP,192.168.2.19,17285,66.203.125.56,443,83,N/A
20:35:55,TCP,192.168.2.19,17285,66.203.125.56,443,83,N/A
20:35:55,TCP,66.203.125.56,443,192.168.2.19,17285,79,N/A
20:35:56,UDP,192.168.2.19,63726,172.217.1.10,443,71,N/A
20:35:56,UDP,192.168.2.19,63726,172.217.1.10,443,71,N/A
20:35:56,UDP,172.217.1.10,443,192.168.2.19,63726,67,N/A
20:35:56,TCP,192.168.2.19,17285,66.203.125.56,443,54,N/A
20:35:56,TCP,192.168.2.19,17285,66.203.125.56,443,54,N/A
20:35:56,UDP,192.168.2.19,2008,192.168.2.255,2008,62,N/A
20:35:56,UDP,192.168.2.19,2008,192.168.2.255,2008,62,N/A
20:35:56,UDP,192.168.2.19,2008,192.168.2.255,2008,62,N/A
20:35:56,UDP,192.168.2.19,2008,192.168.2.255,2008,62,N/A
20:35:56,TCP,192.168.2.19,17579,76.9.213.8,443,80,N/A
20:35:56,TCP,192.168.2.19,17579,76.9.213.8,443,80,N/A
20:35:56,TCP,76.9.213.8,443,192.168.2.19,17579,96,N/A
20:35:57,TCP,192.168.2.19,17579,76.9.213.8,443,54,N/A
20:35:57,TCP,192.168.2.19,17579,76.9.213.8,443,54,N/A
20:35:57,UDP,192.168.2.19,2008,192.168.2.255,2008,62,N/A
20:35:57,UDP,192.168.2.19,2008,192.168.2.255,2008,62,N/A
20:35:57,TCP,192.168.2.19,18417,172.64.151.4,443,55,N/A
20:35:57,TCP,192.168.2.19,18417,172.64.151.4,443,55,N/A
20:35:57,TCP,172.64.151.4,443,192.168.2.19,18417,66,N/A
20:35:57,UDP,172.217.1.10,443,192.168.2.19,63726,119,N/A
20:35:57,UDP,192.168.2.19,63726,172.217.1.10,443,75,N/A
20:35:57,UDP,192.168.2.19,63726,172.217.1.10,443,75,N/A
20:35:57,TCP,192.168.2.19,17284,172.253.62.188,5228,55,N/A
20:35:58,TCP,192.168.2.19,17284,172.253.62.188,5228,55,N/A
20:35:58,TCP,172.253.62.188,5228,192.168.2.19,17284,66,N/A
20:35:58,UDP,192.168.2.19,63726,172.217.1.10,443,71,N/A
20:35:58,UDP,192.168.2.19,63726,172.217.1.10,443,71,N/A
20:35:58,UDP,172.217.1.10,443,192.168.2.19,63726,67,N/A
20:35:58,UDP,192.168.2.19,63726,172.217.1.10,443,71,N/A
20:35:58,UDP,192.168.2.19,63726,172.217.1.10,443,71,N/A
20:35:58,UDP,192.168.2.19,2008,192.168.2.255,2008,62,N/A
20:35:58,UDP,192.168.2.19,2008,192.168.2.255,2008,62,N/A
20:35:58,UDP,172.217.1.10,443,192.168.2.19,63726,67,N/A
20:35:58,TCP,76.9.213.8,443,192.168.2.19,17579,139,N/A
20:35:58,TCP,192.168.2.19,18367,162.159.135.22,443,55,N/A
